cliente_id,tempo_relacionamento_meses,frequencia_compra_mensal,ticket_medio,dias_desde_ultima_compra,num_categorias_compradas,desconto_medio_solicitado_pct,reclamacoes_ultimo_ano,canal_preferido,categoria_principal,total_gasto,churn
1348,5,1.2,263.48,55,2,4.5,1,App,Linha A,127.4,0
307,41,1.0,1364.67,62,1,7.3,1,App,Linha C,4067.75,0
415,63,1.7,836.29,104,3,4.4,0,App,Linha D,7575.58,0
1951,87,1.4,550.61,109,3,1.9,0,App,Linha B,4732.42,0
645,19,0.6,948.6,172,2,5.6,1,App,Linha E,643.29,1
18,30,1.9,634.71,237,4,8.0,0,App,Linha A,2642.7,1
249,36,0.6,933.03,84,4,4.8,1,App,Linha E,1354.07,0
573,62,2.4,1548.76,7,3,6.1,1,App,Linha E,19398.08,0
932,86,3.4,1910.17,63,5,4.0,0,Presencial,Linha D,40728.61,0
758,33,0.5,614.36,50,2,4.1,1,App,Linha A,1033.24,0
1875,38,2.2,436.87,120,5,3.8,0,App,Linha A,3770.86,1
282,9,5.9,295.34,106,5,1.4,0,Telefone,Linha C,1668.11,0
603,53,0.9,1751.01,204,1,11.5,0,Presencial,Linha B,6211.94,1
1190,57,0.6,1673.05,147,3,1.9,1,App,Linha B,4658.17,1
1556,10,4.3,927.28,46,3,2.2,0,Presencial,Linha D,3407.51,0
1740,93,2.3,670.08,116,3,3.1,1,Presencial,Linha C,8663.15,1
300,18,1.7,1343.85,178,3,5.9,0,App,Linha B,3368.94,1
1116,55,4.2,1169.96,10,5,6.2,1,WhatsApp,Linha D,24959.99,0
1618,9,1.2,1796.71,190,1,0.7,1,WhatsApp,Linha E,1707.6,0
703,12,1.4,1291.74,199,2,4.0,1,Presencial,Linha B,1405.84,0
303,54,2.7,2252.27,17,1,3.2,2,Telefone,Linha C,34705.62,1
1005,19,1.0,1105.56,141,5,6.1,0,App,Linha A,2023.77,1
1628,32,5.3,908.16,24,5,4.5,1,App,Linha C,16618.28,0
342,64,2.1,465.12,74,2,0.9,0,Telefone,Linha C,4665.46,0
586,71,3.5,1881.42,232,4,11.2,0,WhatsApp,Linha C,27874.78,0
1976,74,0.9,181.85,13,3,10.1,0,App,Linha C,862.47,1
260,82,1.4,1133.55,40,4,2.7,2,App,Linha A,10780.58,0
1664,28,0.9,838.22,113,5,11.1,1,Presencial,Linha E,1276.16,1
1231,49,1.9,534.73,1,3,2.0,0,App,Linha B,4683.54,0
1840,64,1.4,865.65,20,4,2.7,1,WhatsApp,Linha A,4598.11,1
416,62,3.5,1050.24,192,5,7.4,0,App,Linha D,21097.35,0
141,78,1.1,920.6,37,3,5.2,2,Presencial,Linha E,8445.21,1
166,71,0.4,465.24,214,5,11.3,0,WhatsApp,Linha E,1259.43,1
528,43,2.2,1115.2,20,3,6.2,0,App,Linha A,9730.69,0
1730,83,2.3,2206.34,176,2,1.4,1,WhatsApp,Linha A,36081.19,0
50,18,3.6,1291.89,191,5,7.2,2,App,Linha D,6810.54,0
1082,39,1.8,295.36,204,1,7.4,0,Presencial,Linha D,1389.93,0
1986,94,2.5,2225.96,99,4,4.7,0,App,Linha B,54847.55,0
535,2,1.8,219.08,196,3,6.8,0,WhatsApp,Linha A,75.95,1
1853,17,1.6,1484.82,216,1,4.9,1,Telefone,Linha C,4008.33,0
1943,26,1.3,653.69,142,4,4.7,0,Telefone,Linha C,1481.9,0
822,51,6.0,909.7,21,1,3.2,0,Telefone,Linha B,25195.75,0
727,84,3.3,1426.06,189,5,6.3,2,Telefone,Linha B,35663.66,0
642,36,1.3,762.19,148,5,18.8,0,WhatsApp,Linha A,2828.16,1
1957,55,6.6,1095.37,116,1,4.3,0,App,Linha D,26231.95,0
1442,40,1.0,1288.13,35,2,7.4,1,WhatsApp,Linha A,5580.34,0
401,16,1.1,1250.6,30,4,4.7,0,WhatsApp,Linha A,2316.6,0
764,81,2.6,1175.91,31,1,1.7,0,WhatsApp,Linha A,25699.03,0
386,93,2.9,477.04,198,2,4.0,1,App,Linha E,8566.61,0
1668,40,0.0,506.62,79,3,4.5,1,App,Linha E,0.0,0
1821,18,2.8,1217.57,215,3,5.1,1,App,Linha A,4033.39,1
1,52,9.3,1302.1,119,2,6.7,2,App,Linha C,44670.15,0
817,50,0.9,809.43,78,2,2.5,0,Presencial,Linha E,2401.83,0
791,72,1.8,816.38,75,1,3.4,0,App,Linha B,10927.61,1
362,33,0.6,1266.14,43,5,7.3,1,Telefone,Linha E,2297.73,1
593,69,1.0,1447.45,118,5,10.9,0,Presencial,Linha B,5897.58,0
1676,40,4.8,1390.57,219,2,6.2,0,App,Linha C,27885.81,0
116,81,0.4,403.0,234,2,2.2,0,WhatsApp,Linha A,839.52,0
1080,40,3.4,1455.77,149,3,3.8,1,App,Linha A,12037.05,1
547,68,2.7,753.85,3,3,3.5,0,App,Linha E,11902.73,0
337,61,7.0,832.81,78,1,0.8,0,App,Linha A,26670.08,0
1226,71,1.0,1890.09,84,1,7.3,0,App,Linha C,14121.23,0
1657,90,0.5,1907.66,60,2,4.0,0,App,Linha C,7754.6,0
202,32,2.6,2124.94,76,2,7.2,2,Telefone,Linha A,11581.62,0
907,86,3.7,834.65,135,1,4.4,0,Telefone,Linha C,22360.24,0
31,59,3.1,605.14,174,2,3.1,2,App,Linha C,9487.13,0
425,15,1.5,1355.78,121,3,14.6,0,WhatsApp,Linha A,1799.4,0
1584,37,2.0,473.0,204,2,4.3,1,WhatsApp,Linha A,3370.31,1
1632,68,1.5,1017.67,107,3,4.5,0,WhatsApp,Linha C,7270.95,1
1154,72,4.7,1241.59,176,4,7.0,0,App,Linha C,44238.92,1
1782,39,2.4,1311.41,146,3,8.1,1,Telefone,Linha C,11930.25,0
1755,82,2.9,382.24,56,2,9.2,0,Telefone,Linha A,7665.24,0
609,5,2.3,2672.57,210,5,0.8,0,App,Linha A,2280.11,1
1672,58,0.4,783.84,148,4,6.1,0,WhatsApp,Linha C,1086.19,0
970,94,1.1,812.61,230,5,6.7,0,App,Linha B,7699.48,1
294,36,0.2,650.39,156,5,11.5,0,Telefone,Linha C,356.81,0
306,61,0.8,844.2,48,5,9.1,1,App,Linha A,3259.92,0
654,67,1.0,1281.48,189,4,2.1,0,WhatsApp,Linha A,6914.72,0
1464,57,0.9,1004.62,17,5,11.5,0,WhatsApp,Linha A,5366.89,0
147,27,2.0,1747.96,28,5,2.1,1,WhatsApp,Linha E,8154.79,0
969,62,2.6,1367.07,92,2,11.1,0,Presencial,Linha E,17525.1,0
331,27,1.0,1158.97,228,4,3.2,0,Telefone,Linha B,2257.78,1
1918,61,3.1,542.63,211,3,9.2,1,App,Linha E,11092.75,1
620,7,4.3,508.06,209,3,1.3,0,App,Linha B,1612.43,0
725,73,1.7,1132.55,115,4,9.6,1,WhatsApp,Linha E,14694.64,0
419,58,0.1,1385.54,147,2,4.3,0,WhatsApp,Linha D,494.7,1
992,57,1.0,808.68,15,2,12.3,0,WhatsApp,Linha D,4323.89,0
1706,10,1.3,1497.82,28,2,1.0,1,WhatsApp,Linha B,1865.51,0
1973,59,3.7,457.56,123,3,10.8,0,App,Linha A,7380.98,0
1142,95,2.1,922.51,114,4,2.2,0,WhatsApp,Linha B,15756.35,1
354,46,0.8,1375.18,196,4,1.7,1,Telefone,Linha A,3583.47,1
1094,53,1.5,1680.0,186,1,12.4,0,WhatsApp,Linha C,10160.51,1
1280,8,0.7,798.36,29,5,9.4,0,Presencial,Linha B,352.84,0
1992,20,3.1,1197.61,190,4,8.0,1,WhatsApp,Linha D,5199.3,0
40,62,1.1,679.29,227,5,8.1,1,WhatsApp,Linha B,4427.99,1
1891,32,0.9,928.77,96,2,6.0,0,Presencial,Linha C,2248.93,1
1804,84,3.8,1713.54,171,2,13.1,0,Telefone,Linha A,36303.78,0
803,94,4.1,792.43,81,5,7.9,0,Presencial,Linha D,19322.31,0
1048,50,0.6,911.35,227,1,10.9,0,Telefone,Linha E,2344.67,1
81,44,2.3,1283.57,130,2,6.4,0,App,Linha A,8735.56,0
435,47,3.6,819.77,204,5,2.9,0,App,Linha B,9367.66,0
706,72,3.5,1115.29,142,5,6.0,1,App,Linha E,16586.71,0
1354,44,4.3,250.64,182,3,1.2,1,Telefone,Linha D,4715.28,1
102,41,1.9,836.54,185,5,3.6,0,WhatsApp,Linha A,5801.92,1
608,95,1.4,1967.59,220,2,4.0,0,Telefone,Linha C,24311.08,0
1084,32,0.7,1780.13,21,5,5.4,0,WhatsApp,Linha D,3037.98,0
1410,2,1.5,953.38,54,5,10.8,0,Telefone,Linha A,232.98,0
229,68,0.6,742.52,17,4,7.9,1,WhatsApp,Linha B,2444.77,0
680,61,1.2,1763.03,4,1,4.4,1,Telefone,Linha E,9965.88,0
829,51,3.4,2335.77,184,4,5.4,1,Telefone,Linha C,26263.49,0
1734,63,2.7,953.42,220,4,6.4,0,Presencial,Linha C,10967.74,0
802,94,1.4,2322.51,214,1,5.7,0,WhatsApp,Linha D,26577.4,0
1206,41,3.3,1240.68,55,3,2.4,1,WhatsApp,Linha D,13253.73,0
1699,7,0.9,1304.97,137,4,11.2,1,App,Linha D,826.86,1
1091,17,4.9,481.68,73,2,2.0,0,App,Linha C,2715.99,0
465,63,0.6,1454.23,202,4,4.9,1,WhatsApp,Linha B,3628.41,0
977,40,2.4,1029.93,53,4,4.1,0,Telefone,Linha A,7308.03,0
1391,85,2.1,606.51,52,3,1.8,1,Telefone,Linha D,8408.37,0
1916,49,6.1,838.94,199,5,10.5,0,App,Linha A,23322.47,1
1831,53,1.8,802.12,232,3,8.9,0,App,Linha C,7216.99,1
234,38,5.6,377.23,27,1,12.5,0,Telefone,Linha A,5941.07,0
985,75,8.8,379.28,196,5,5.8,0,Telefone,Linha C,25724.0,0
805,17,3.5,1050.07,171,3,1.9,0,Presencial,Linha E,6130.89,1
1324,82,2.9,757.97,239,3,2.3,0,Presencial,Linha B,16615.01,1
336,69,2.9,427.52,82,1,4.0,0,WhatsApp,Linha B,5802.83,1
1366,40,4.5,999.2,45,4,5.0,1,WhatsApp,Linha A,19476.55,0
1299,67,1.4,1415.33,214,3,3.2,0,Telefone,Linha B,8109.45,1
1630,89,1.4,1123.15,7,4,3.6,0,App,Linha D,14751.74,0
554,36,3.8,1827.05,239,5,5.1,0,App,Linha B,25075.07,0
1530,93,2.2,2583.07,235,5,7.8,0,WhatsApp,Linha D,55837.2,1
768,3,3.1,809.81,224,5,3.2,1,WhatsApp,Linha B,736.42,0
436,55,3.3,1613.31,99,3,4.4,1,Telefone,Linha D,17615.2,0
557,24,2.3,1627.22,134,3,6.7,0,App,Linha B,6701.68,1
971,95,2.1,501.07,125,1,7.5,2,Presencial,Linha B,10469.81,1
984,92,3.4,1787.67,21,3,7.8,0,App,Linha B,53951.91,1
1654,72,1.9,366.56,157,1,3.8,0,Telefone,Linha C,4515.11,1
284,48,1.4,2772.88,194,2,5.0,1,App,Linha E,14707.82,0
304,35,2.0,1859.39,199,1,0.8,0,WhatsApp,Linha B,12544.25,1
447,58,9.1,1241.68,170,1,4.9,1,App,Linha B,69576.02,0
623,40,3.2,1140.2,226,1,6.3,0,WhatsApp,Linha D,9619.73,0
967,75,4.2,578.74,71,1,3.0,1,Presencial,Linha C,13268.28,0
886,90,1.6,116.37,96,4,2.6,0,App,Linha A,1184.56,0
914,2,2.0,251.36,109,3,3.9,1,WhatsApp,Linha B,92.75,0
41,51,2.9,533.51,95,2,7.7,1,Presencial,Linha E,8027.08,0
1010,1,5.5,1145.8,237,2,4.2,0,Telefone,Linha D,446.2,1
59,84,1.5,1061.4,142,4,11.9,0,Telefone,Linha E,13407.92,1
538,81,3.2,786.63,45,3,3.7,0,WhatsApp,Linha D,21172.55,0
1451,35,1.3,1821.43,66,5,2.5,2,WhatsApp,Linha E,5415.57,0
1920,6,2.1,2154.16,131,3,3.0,0,App,Linha A,1796.42,0
256,52,4.3,1340.8,191,4,1.4,1,App,Linha B,22389.19,0
590,52,2.6,1067.25,203,5,4.1,1,WhatsApp,Linha E,14213.48,0
651,90,1.1,1232.93,66,3,11.4,1,WhatsApp,Linha D,8197.17,0
1105,64,1.7,130.61,6,5,7.1,0,App,Linha C,1515.69,0
562,24,3.4,861.5,162,2,3.9,0,App,Linha E,4619.1,0
644,31,2.1,426.51,227,5,5.4,0,WhatsApp,Linha E,1778.61,0
442,19,1.7,1673.78,189,4,13.4,0,WhatsApp,Linha D,4036.76,0
1629,13,1.0,1281.37,155,2,12.2,1,App,Linha E,1750.99,1
1997,60,3.7,1728.06,216,2,6.0,0,WhatsApp,Linha D,27323.86,1
681,47,0.8,298.48,5,4,12.4,0,Presencial,Linha B,1110.59,1
813,51,2.5,376.92,123,2,10.8,1,Presencial,Linha D,5205.23,0
1505,59,7.5,791.39,54,2,2.0,0,Telefone,Linha C,33733.16,0
1646,40,2.4,690.36,130,5,8.6,0,WhatsApp,Linha D,6279.71,0
463,61,1.6,2025.35,59,4,8.5,0,Telefone,Linha D,18134.6,0
737,47,1.9,2220.52,7,5,17.1,0,WhatsApp,Linha A,16455.54,0
1540,42,0.5,1228.6,193,3,8.5,0,App,Linha C,2277.35,0
1634,11,3.7,366.38,122,3,4.6,0,Telefone,Linha D,1490.27,0
954,64,5.3,864.9,210,4,5.6,1,Telefone,Linha B,21689.3,0
1829,17,3.6,1588.85,122,3,5.3,0,WhatsApp,Linha C,7678.08,0
1267,19,7.8,988.73,50,5,6.0,1,Telefone,Linha D,15068.89,0
937,13,1.2,669.79,39,1,4.2,0,WhatsApp,Linha C,1050.37,0
20,2,1.0,1400.44,110,4,2.5,2,Telefone,Linha A,276.37,0
853,75,1.8,476.6,39,3,12.2,2,App,Linha A,5875.32,0
896,48,4.1,1266.0,113,3,5.8,0,Telefone,Linha B,24630.36,1
637,17,4.1,1688.27,93,3,8.3,0,App,Linha E,11103.81,0
1253,87,4.4,1005.25,151,1,2.9,0,App,Linha D,29546.93,1
1234,22,0.4,496.12,174,2,10.9,2,WhatsApp,Linha E,438.04,1
670,25,3.7,413.01,147,3,6.1,0,App,Linha C,3014.2,0
1264,30,2.5,1054.5,3,2,1.7,0,App,Linha E,6774.29,0
635,65,1.0,1145.46,237,5,4.1,0,App,Linha D,7508.31,1
209,39,2.3,2564.66,167,2,6.6,0,Telefone,Linha D,23312.5,0
289,54,1.6,1902.8,56,1,5.7,3,Telefone,Linha E,12102.93,0
1939,4,1.7,327.87,163,4,1.6,1,WhatsApp,Linha B,185.46,1
1484,15,3.8,2473.52,95,3,6.4,0,WhatsApp,Linha B,11645.11,0
409,87,3.2,1461.59,17,1,7.3,1,Telefone,Linha D,31711.98,0
629,5,2.0,1300.65,109,2,4.1,0,Presencial,Linha A,932.22,0
23,21,0.6,861.91,62,1,0.9,0,WhatsApp,Linha A,838.92,1
205,62,1.9,1385.1,178,4,4.8,2,WhatsApp,Linha A,15504.28,1
871,82,3.8,223.32,131,2,4.0,0,WhatsApp,Linha D,6260.49,1
341,35,1.4,961.15,20,1,8.5,0,WhatsApp,Linha C,4868.31,1
1873,82,1.2,960.73,113,2,8.1,1,WhatsApp,Linha C,7256.94,1
1222,51,4.9,914.72,178,1,2.8,0,WhatsApp,Linha B,22826.85,0
1855,9,0.8,806.12,26,5,4.4,0,App,Linha A,517.36,0
550,29,0.8,2195.12,174,4,5.2,1,Telefone,Linha A,5097.82,0
1580,88,3.2,465.52,31,1,4.3,2,Telefone,Linha D,10873.04,0
532,12,3.5,1551.62,154,3,8.3,0,App,Linha B,4844.87,0
1462,17,0.2,600.38,59,1,6.5,0,WhatsApp,Linha E,198.53,0
82,34,2.4,1131.48,145,2,0.7,0,App,Linha C,8087.97,0
1180,86,1.9,1670.01,234,1,2.4,0,WhatsApp,Linha E,26390.32,0
52,89,0.4,523.81,205,3,10.5,0,App,Linha B,1916.67,1
1033,63,0.8,718.18,8,2,9.2,0,WhatsApp,Linha E,3415.03,0
1242,49,3.8,450.3,127,4,7.9,0,App,Linha E,7479.21,0
1659,70,0.4,1842.33,84,5,4.2,1,App,Linha A,3601.11,0
1436,62,1.9,1322.95,40,1,4.7,0,Telefone,Linha D,9793.36,0
95,80,0.7,486.81,222,1,6.6,0,Telefone,Linha A,2195.1,1
1828,89,2.6,1262.29,210,5,5.4,0,App,Linha B,29412.27,0
1251,13,2.7,669.89,181,1,5.7,1,Presencial,Linha E,1962.98,1
1202,74,2.5,745.68,176,3,5.2,0,App,Linha A,13563.62,1
1733,74,1.4,729.1,195,3,6.4,0,App,Linha A,7670.44,0
1534,82,1.3,1556.33,99,4,3.0,1,Telefone,Linha D,9691.1,0
1615,47,3.7,821.21,41,1,4.5,0,App,Linha B,10262.11,0
1673,67,1.8,984.09,118,1,2.0,0,Presencial,Linha D,9801.77,1
920,3,2.6,442.23,220,4,4.1,1,WhatsApp,Linha C,286.94,1
1856,38,1.6,1739.17,25,2,2.0,0,App,Linha E,10317.82,0
1331,19,4.2,492.31,149,4,4.9,0,WhatsApp,Linha C,4191.94,0
1510,94,2.6,1454.73,4,5,2.5,1,WhatsApp,Linha E,27591.78,0
1710,39,3.2,396.1,77,4,3.5,0,Telefone,Linha E,3488.31,1
1060,64,1.2,1442.67,123,4,3.1,0,App,Linha B,6838.89,1
1723,17,5.8,1164.47,117,4,6.0,0,Presencial,Linha A,11823.16,0
161,43,0.8,584.09,212,3,2.6,2,App,Linha E,1226.33,1
1269,1,1.2,872.18,90,1,2.7,1,App,Linha D,110.25,1
1119,86,1.6,944.92,151,5,7.1,0,App,Linha A,10583.79,0
673,38,4.6,1131.85,169,2,5.8,0,App,Linha B,16351.06,0
1459,59,4.5,1281.75,98,4,2.0,0,WhatsApp,Linha D,26999.38,0
1781,13,4.9,951.22,161,2,5.8,1,WhatsApp,Linha D,5997.46,0
1835,46,3.2,480.97,176,1,4.8,1,App,Linha C,5441.76,0
287,20,1.3,642.91,48,2,5.7,2,Presencial,Linha C,1554.46,0
1926,41,2.7,204.25,190,3,8.1,1,Presencial,Linha A,2398.22,0
17,88,2.0,861.88,83,5,9.7,1,App,Linha B,14000.72,1
1225,25,0.1,322.13,18,1,3.3,0,WhatsApp,Linha C,66.94,0
1538,66,3.3,835.04,206,1,2.7,0,Presencial,Linha D,18076.17,0
1867,81,3.8,233.26,208,3,3.7,1,App,Linha E,5681.66,0
1832,8,1.8,894.21,171,5,7.4,1,Telefone,Linha C,1291.29,1
978,36,1.7,558.33,149,4,11.0,0,App,Linha D,2949.42,1
779,73,4.2,1930.08,202,1,3.7,0,WhatsApp,Linha E,36186.17,1
136,86,2.3,797.56,63,4,4.3,1,App,Linha A,16892.02,0
846,77,1.0,1110.59,224,1,5.2,0,WhatsApp,Linha B,6323.36,1
1902,2,1.5,2407.79,4,2,11.1,2,WhatsApp,Linha A,490.21,0
1642,76,0.6,776.34,46,3,4.0,0,Presencial,Linha D,2601.52,1
212,56,1.0,497.07,239,2,8.2,1,App,Linha C,2386.07,1
1566,14,0.8,493.32,17,3,8.3,1,WhatsApp,Linha B,410.45,0
1131,15,0.8,684.47,172,1,2.8,1,WhatsApp,Linha E,613.37,0
1489,32,0.9,630.99,104,1,2.2,0,WhatsApp,Linha D,1189.36,1
89,72,1.8,691.54,117,2,5.1,2,App,Linha A,6275.33,0
892,86,1.1,1386.59,215,5,9.4,1,Presencial,Linha A,12008.33,1
299,93,1.8,351.14,36,4,1.8,0,WhatsApp,Linha A,3856.98,0
1935,7,1.5,1970.51,135,5,6.5,0,App,Linha C,2019.38,0
1383,38,0.9,1281.4,32,2,3.8,0,Telefone,Linha B,3711.0,0
1372,26,1.7,1339.47,7,4,2.5,0,WhatsApp,Linha D,3693.29,0
855,8,2.5,2559.84,211,4,2.4,0,WhatsApp,Linha E,3479.92,0
996,8,5.4,268.07,83,2,16.4,0,App,Linha D,933.76,0
1498,7,0.6,1664.37,27,2,4.2,0,App,Linha B,411.32,0
1195,40,4.5,1200.43,231,5,4.8,0,App,Linha B,20469.85,0
46,7,2.6,881.63,173,5,11.5,1,Telefone,Linha D,1692.53,0
1478,70,2.3,651.65,178,5,0.6,1,WhatsApp,Linha E,8922.63,1
1294,7,4.7,1611.03,239,4,1.0,0,App,Linha A,3766.53,0
1737,79,1.8,581.65,60,5,6.1,0,App,Linha E,6609.41,0
1780,81,0.9,841.81,51,3,9.5,0,App,Linha D,5372.67,1
529,44,5.5,698.94,122,2,3.7,0,App,Linha C,15401.4,0
1721,46,1.5,1443.78,95,3,7.5,1,App,Linha E,8811.67,0
1554,16,2.0,1511.46,49,3,6.3,0,App,Linha E,4193.79,0
482,62,0.5,225.77,60,4,2.8,0,Presencial,Linha B,550.56,0
1644,9,2.1,965.8,52,4,1.7,1,Telefone,Linha C,1751.57,1
1015,37,4.3,1854.45,3,3,0.5,2,WhatsApp,Linha D,31616.04,0
834,10,1.7,711.29,153,1,5.6,0,App,Linha A,978.82,1
572,17,1.9,331.24,80,1,4.2,0,Telefone,Linha C,907.67,0
111,1,1.4,947.21,2,2,4.6,1,Presencial,Linha D,86.3,1
1227,52,1.7,13.8,156,4,7.3,1,WhatsApp,Linha D,126.19,0
1810,1,2.0,443.99,110,2,2.1,2,WhatsApp,Linha B,90.92,1
1527,39,1.4,657.0,82,4,10.8,0,WhatsApp,Linha A,3359.67,0
1981,63,2.7,421.84,86,2,12.6,0,App,Linha C,4690.07,0
991,62,0.8,562.28,14,4,3.4,0,App,Linha C,1821.45,0
1011,90,6.7,2518.99,215,5,3.2,0,Presencial,Linha D,99660.41,0
709,28,1.5,999.07,2,2,3.3,0,Presencial,Linha C,3540.97,1
63,44,4.2,641.38,228,3,10.1,1,WhatsApp,Linha E,9432.85,0
769,53,0.7,2471.67,153,1,4.1,0,Telefone,Linha D,9153.71,1
333,30,4.7,1756.62,239,5,5.1,0,App,Linha B,16038.7,0
2,93,2.7,577.95,165,1,4.6,0,App,Linha E,15597.4,0
824,52,0.2,1474.91,76,3,6.1,0,App,Linha A,1134.35,1
1963,32,1.0,294.72,30,4,7.7,0,Presencial,Linha C,642.15,1
143,1,1.9,1190.94,92,2,10.8,0,Telefone,Linha C,214.67,0
751,63,7.5,595.76,87,5,1.5,1,Presencial,Linha B,21218.13,0
1473,95,3.4,1985.95,132,3,4.7,0,Telefone,Linha B,37871.59,0
986,4,8.0,448.47,172,4,0.6,0,Presencial,Linha C,1078.27,1
1148,69,2.6,1025.82,139,5,8.1,1,WhatsApp,Linha C,17315.47,1
1578,15,0.5,818.67,228,1,10.0,1,Telefone,Linha A,497.85,0
199,24,1.8,668.11,82,1,3.3,0,Telefone,Linha E,2562.75,0
461,1,7.7,1448.67,73,5,5.0,0,App,Linha A,1177.52,0
160,15,1.9,1121.16,208,5,3.2,1,App,Linha D,3449.14,1
1058,22,1.6,882.18,176,3,8.1,1,Presencial,Linha B,2031.79,0
1103,72,0.4,566.76,170,3,6.8,0,Telefone,Linha A,1514.97,0
1334,29,1.3,1768.6,160,2,3.2,0,Presencial,Linha E,5821.45,1
1602,20,1.9,240.6,200,5,8.7,0,WhatsApp,Linha D,855.82,0
84,62,2.1,345.24,45,4,13.8,1,Telefone,Linha E,4590.77,0
1885,51,0.6,1732.54,37,5,13.6,1,App,Linha D,3870.08,0
1454,51,1.2,2700.76,61,1,2.6,0,Presencial,Linha A,16275.82,0
1531,86,3.5,1531.21,22,1,10.5,0,App,Linha E,47106.95,0
1031,84,0.5,897.87,216,1,8.9,1,App,Linha C,3319.82,1
428,8,4.1,823.15,130,2,1.9,2,App,Linha C,1829.38,1
290,33,0.8,890.32,12,3,7.8,0,WhatsApp,Linha D,1526.47,0
530,29,1.1,758.79,137,2,7.6,0,Telefone,Linha E,2253.38,1
714,8,0.8,2058.63,236,1,8.4,1,WhatsApp,Linha E,1388.66,1
1592,88,3.6,993.28,154,4,1.4,1,App,Linha A,19371.55,0
1790,78,2.3,805.44,124,2,4.3,0,App,Linha C,11053.96,0
600,16,3.5,578.62,162,5,10.4,0,App,Linha B,2153.29,1
402,14,1.3,1361.38,26,2,14.1,0,WhatsApp,Linha D,1784.96,0
1044,49,1.5,251.99,119,2,6.2,1,App,Linha C,1164.35,1
155,63,3.3,1250.86,78,4,3.6,2,Presencial,Linha D,16133.25,1
1563,49,4.8,1619.62,194,2,7.9,0,App,Linha E,35566.32,0
1463,74,2.2,1543.27,3,5,3.0,3,Presencial,Linha E,20514.09,0
1274,94,2.2,190.69,55,5,4.8,0,Telefone,Linha B,2442.84,0
296,84,1.7,532.14,217,4,4.2,1,App,Linha D,6195.81,0
1038,15,1.5,886.67,68,2,3.9,0,App,Linha C,1819.77,0
665,3,2.3,1381.32,74,2,4.6,0,WhatsApp,Linha E,574.71,0
814,38,0.9,1427.38,52,2,5.4,1,WhatsApp,Linha B,3837.08,0
1270,78,1.2,598.2,87,2,8.0,2,WhatsApp,Linha B,5532.33,0
1849,25,8.8,373.43,108,3,7.6,0,WhatsApp,Linha D,5665.68,0
1061,93,2.5,500.47,138,4,5.6,1,WhatsApp,Linha B,8179.46,0
1288,34,0.5,2194.91,231,3,1.8,0,Telefone,Linha B,3251.98,1
633,83,2.0,915.29,142,4,2.5,2,App,Linha A,9667.4,0
894,94,3.7,2001.89,132,1,5.5,0,WhatsApp,Linha D,58738.41,0
576,86,1.5,437.05,130,2,4.1,0,Presencial,Linha C,3316.59,0
1848,15,0.6,710.09,4,1,3.0,0,Presencial,Linha B,647.69,1
315,8,1.8,1406.61,208,3,6.4,0,Telefone,Linha C,2034.97,0
1969,83,0.9,942.08,111,4,5.6,2,WhatsApp,Linha A,4195.65,1
684,85,1.2,780.2,87,2,1.9,0,Telefone,Linha D,8202.79,0
1474,21,1.0,536.1,61,2,2.0,0,Telefone,Linha C,1010.8,0
427,60,1.2,1127.89,154,5,9.2,0,WhatsApp,Linha C,7912.55,1
1398,12,1.4,899.24,232,5,7.1,0,WhatsApp,Linha C,1509.99,1
176,28,2.9,1272.56,16,1,9.9,0,WhatsApp,Linha D,8175.35,0
1694,42,2.5,1499.42,29,2,10.9,1,Presencial,Linha C,12854.61,0
594,12,2.2,389.89,96,1,2.9,1,WhatsApp,Linha C,1014.15,1
808,79,1.4,1330.33,216,5,3.2,0,Presencial,Linha D,12608.81,1
491,33,3.2,198.7,11,2,5.0,1,Telefone,Linha B,1929.84,0
522,12,2.8,634.14,106,4,5.9,0,Telefone,Linha E,1827.73,0
704,74,0.3,795.8,50,1,1.0,0,WhatsApp,Linha E,1277.55,0
492,94,1.3,800.76,138,2,10.9,1,WhatsApp,Linha C,6616.03,0
423,42,2.5,547.16,193,5,2.8,1,WhatsApp,Linha C,4091.28,1
1439,66,1.7,523.16,104,5,0.9,0,WhatsApp,Linha B,3456.57,0
1965,44,2.0,465.2,70,3,7.9,0,WhatsApp,Linha B,2584.19,0
1884,86,2.9,1049.75,15,3,13.1,1,WhatsApp,Linha C,24223.25,0
444,63,6.2,1622.86,20,5,1.9,0,WhatsApp,Linha B,43663.05,0
772,37,0.3,954.13,153,5,0.3,0,App,Linha C,1072.34,1
1878,45,2.3,814.57,9,2,2.3,1,WhatsApp,Linha D,6172.5,0
1697,38,3.1,708.11,87,3,10.6,0,WhatsApp,Linha C,5109.37,0
55,9,2.3,515.5,16,5,8.9,0,App,Linha B,653.57,0
1893,80,4.5,697.8,149,1,6.7,0,App,Linha E,17726.65,0
1537,42,2.8,576.58,161,4,6.1,0,WhatsApp,Linha C,5810.26,1
1027,2,1.1,2483.47,143,4,15.5,0,Telefone,Linha A,388.34,1
227,70,1.5,917.22,122,1,3.6,2,WhatsApp,Linha A,9530.83,1
1861,2,2.5,378.82,239,4,5.0,0,WhatsApp,Linha E,165.0,1
641,4,2.7,965.14,208,3,4.8,0,Telefone,Linha A,686.36,1
410,63,1.0,802.48,174,5,3.6,0,App,Linha D,4164.21,1
